1,"General Edward Lawrence Logan Intl","Boston","United States","BOS","KBOS",42.364347,-71.005181,19,-5,"A"
10,"Stansted","London","United Kingdom","3STB69","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB70","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB71","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB72","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB73","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB74","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB75","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB76","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB77","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB78","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB79","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB80","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB81","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB82","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB83","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB84","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB85","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB86","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB87","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB88","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB89","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB90","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB91","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB92","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB93","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB94","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB95","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB96","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB97","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB98","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB99","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB100","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB101","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB102","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB103","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB104","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB105","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB106","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB107","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB108","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB109","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB110","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB111","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB112","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB113","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB114","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB115","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB116","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB117","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB118","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB119","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB120","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB121","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB122","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB123","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB124","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB125","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB126","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB127","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB128","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB129","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB130","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB131","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB132","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB133","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB134","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB135","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB136","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB137","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB138","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB139","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB140","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB141","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB142","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB143","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB144","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB145","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB146","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB147","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB148","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB149","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB150","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB151","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB152","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB153","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB154","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB155","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB156","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB157","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB158","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB159","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB160","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB161","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB162","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB163","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB164","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB165","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB166","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB167","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB168","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB169","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB170","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB171","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB172","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB173","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB174","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB175","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB176","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB177","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB178","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB179","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB180","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB181","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB182","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB183","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB184","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB185","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB186","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB187","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB188","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB189","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB190","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB191","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB192","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB193","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB194","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB195","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB196","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB197","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB198","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB199","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB200","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB201","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB202","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB203","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB204","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB205","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB206","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB207","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB208","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB209","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB210","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB211","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB212","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB213","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB214","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB215","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB216","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB217","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB218","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB219","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB220","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB221","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB222","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB223","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB224","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB225","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB226","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB227","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB228","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB229","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB230","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB231","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB232","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB233","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB234","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB235","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB236","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB237","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB238","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB239","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB240","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB241","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB242","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB243","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB244","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB245","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB246","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB247","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB248","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB249","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB250","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB251","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB252","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB253","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB254","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB255","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB256","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB257","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB258","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB259","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB260","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB261","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB262","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB263","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB264","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB265","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB266","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB267","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB268","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB269","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB270","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB271","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB272","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB273","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB274","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB275","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB276","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB277","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB278","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB279","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB280","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB281","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB282","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB283","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB284","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB285","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB286","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB287","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB288","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB289","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB290","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB291","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB292","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB293","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB294","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB295","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB296","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB297","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB298","EGSS",51.885,0.235,348,0,"E"
10,"Stansted","London","United Kingdom","3STB299","EGSS",51.885,0.235,348,0,"E"
